run_id,experiment,harness,model,task_id,variant,rep,wall_s,turns,reasoning_tokens,visible_output_tokens,logical_input_tokens,reported_cost_usd,estimated_no_cache_cost_usd,scope_compliant_success,tool_calls,failed_calls,error_recovery_calls,duplicate_commands,repeated_reads,post_green_repeat_tests,post_success_calls,abandoned_exploration_calls,distinct_files_read,tool_result_chars,est_tool_result_tokens,induced_cost_lower_usd,induced_cost_upper_usd,context_growth_tokens,tool_wall_s,n_calls_with_duration,cat_code_edit,cat_file_read,cat_file_search,cat_test_execution,cat_navigation,cat_other_bash,cat_git_inspect,cat_env_inspect,cat_other_tool,cat_lint_static,cat_build_compile
claude-code_Kimi-K2.7-Code_py-med-03_baseline_r1_77b814,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,py-med-03,baseline,1,16.68,16,196,1008,246165,0.054759,0.237889,True,15,11,10,10,0,0,0,1,2,1679,420,0.002331,0.010061,1390,0.28,15,1,2,0,11,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-low-03_multiple_approaches_r1_c33a44,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,multiple_approaches,1,55.21,6,499,1986,15523,0.014604,0.033921,False,6,0,0,0,0,0,0,2,2,1488,372,0.00076,0.00163,2176,,0,1,2,1,1,1,0,0,0,0,0,0
pi_Inkling_go-med-02_multiple_approaches_r5_21675c,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,multiple_approaches,5,14.03,8,221,726,15362,0.009166,0.018302,True,7,0,0,0,0,0,0,0,2,1555,389,0.000636,0.001843,1123,,0,2,3,0,1,0,1,0,0,0,0,0
pi_Inkling_go-med-02_exhaustive_exploration_r5_ac38ca,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,exhaustive_exploration,5,12.57,7,81,473,15451,0.008761,0.017367,True,8,1,1,0,0,0,0,3,4,2571,643,0.001076,0.003193,1334,,0,2,4,0,1,0,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-low-03_bounded_efficiency_r3_b86a2e,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,bounded_efficiency,3,17.39,5,191,905,12376,0.01601,0.024684,True,6,0,0,0,0,0,0,2,2,1836,459,0.000963,0.002231,1387,,0,1,2,1,1,1,0,0,0,0,0,0
pi_Inkling_py-high-03_adjacent_cleanup_r1_99170f,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,adjacent_cleanup,1,20.2,10,105,979,25615,0.013963,0.02958,True,13,1,1,0,0,1,1,0,2,3391,848,0.001653,0.005585,2017,,0,3,7,0,2,0,1,0,0,0,0,0
claude-code_GLM-5.2_py-med-03_baseline_r2_2a8685,holdout_cc,claude-code,zai-org/GLM-5.2,py-med-03,baseline,2,18.87,14,19,1061,246808,0.089514,0.3502,True,13,8,8,6,0,0,0,1,2,2418,604,0.002671,0.010672,1278,0.37,13,1,3,0,8,1,0,0,0,0,0,0
pi_Inkling_go-med-02_baseline_r1_e88ed3,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,baseline,1,8.8,5,32,381,8946,0.005283,0.010489,True,5,0,0,0,0,0,0,0,2,1324,331,0.000451,0.001038,830,,0,1,2,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_js-high-03_deep_thinking_r1_c4a602,holdout_pi,pi,zai-org/GLM-5.2,js-high-03,deep_thinking,1,23.45,6,907,2022,19240,0.028902,0.035833,True,8,0,0,0,0,0,1,1,4,2588,647,0.00132,0.003138,4248,,0,1,5,0,1,0,1,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_js-low-02_baseline_r2_f33161,holdout_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,js-low-02,baseline,2,21.45,10,247,1125,169947,0.097378,0.299623,True,9,4,3,0,0,0,0,1,2,1072,268,0.001356,0.008203,1224,0.23,9,3,3,0,2,1,0,0,0,0,0,0
pi_Inkling_py-high-03_baseline_r2_a65fcc,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,baseline,2,6.25,7,80,282,15689,0.006951,0.016831,True,6,0,0,0,0,0,0,0,0,3151,788,0.001312,0.003874,1352,,0,1,3,0,1,0,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_py-med-03_baseline_r3_761280,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,py-med-03,baseline,3,29.12,10,849,1717,145337,0.059721,0.144938,True,9,5,4,3,0,0,0,1,2,1421,355,0.001182,0.004559,1282,0.33,9,1,2,1,5,0,0,0,0,0,0,0
pi_Inkling_py-high-03_baseline_r4_332863,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,baseline,4,7.28,7,61,249,13904,0.005563,0.014912,True,6,0,0,0,0,0,0,0,0,2550,638,0.000987,0.002696,1110,,0,1,2,0,1,2,0,0,0,0,0,0
pi_Inkling_go-med-02_adjacent_cleanup_r1_0cd5e8,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,adjacent_cleanup,1,14.54,7,89,926,15230,0.0091,0.01898,True,7,1,1,0,0,0,1,0,2,1742,436,0.000672,0.001824,1506,,0,2,2,0,1,2,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_py-med-03_baseline_r2_8da00b,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,py-med-03,baseline,2,6.88,7,83,518,80071,0.019917,0.078139,True,6,2,1,1,0,0,0,1,2,1440,360,0.000765,0.002458,876,0.25,6,1,2,1,2,0,0,0,0,0,0,0
claude-code_Inkling_go-high-02_adjacent_cleanup_r2_256937,holdout_cc,claude-code,thinkingmachines/Inkling,go-high-02,adjacent_cleanup,2,42.78,25,967,1929,439015,0.115677,0.446827,True,24,10,10,6,3,0,0,0,3,4626,1156,0.010614,0.05679,2392,0.41,24,2,10,0,9,1,2,0,0,0,0,0
pi_Inkling_go-med-02_baseline_r5_2bdb6c,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,baseline,5,8.79,6,36,353,12391,0.005853,0.013821,True,5,0,0,0,0,0,0,0,0,2331,583,0.000884,0.002353,1226,,0,1,2,0,1,0,1,0,0,0,0,0
pi_Inkling_py-high-03_adjacent_cleanup_r5_32f3f3,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,adjacent_cleanup,5,13.91,11,131,705,28022,0.010904,0.030877,True,15,0,0,0,2,1,1,1,5,3479,870,0.001865,0.006722,1812,,0,4,8,0,2,0,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_py-med-03_no_questions_autonomy_r3_6b23b8,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,py-med-03,no_questions_autonomy,3,10.02,9,207,771,129006,0.030792,0.12564,True,8,4,3,3,0,0,0,1,2,1319,330,0.001159,0.004542,922,0.35,8,1,2,1,4,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-low-03_max_certainty_r3_6817f3,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,max_certainty,3,36.8,7,413,1208,19404,0.021014,0.037967,True,7,0,0,0,0,0,1,2,3,2791,698,0.00157,0.004313,2064,,0,1,3,0,1,2,0,0,0,0,0,0
pi_Inkling_py-high-03_baseline_r5_c90ad3,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,baseline,5,8.97,10,92,350,23890,0.008522,0.025308,True,9,0,0,0,0,0,0,1,4,3443,861,0.001682,0.005693,1629,,0,1,4,0,1,2,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_py-med-03_deep_thinking_r3_a06cd3,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,py-med-03,deep_thinking,3,11.71,7,659,1117,96186,0.025706,0.095845,True,6,2,1,1,0,0,0,1,2,1259,315,0.000799,0.0028,811,0.23,6,1,2,1,2,0,0,0,0,0,0,0
pi_GLM-5.2_js-high-03_multiple_approaches_r4_344de2,holdout_pi,pi,zai-org/GLM-5.2,js-high-03,multiple_approaches,4,37.7,6,3489,5247,24458,0.044049,0.057328,True,9,0,0,0,0,0,1,1,4,3125,781,0.001602,0.003832,5790,,0,1,4,0,2,0,2,0,0,0,0,0
pi_Inkling_go-med-02_multiple_approaches_r4_0335e3,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,multiple_approaches,4,15.86,6,177,718,13161,0.007676,0.016069,True,5,0,0,0,0,0,0,0,0,2331,583,0.000884,0.002353,1510,,0,1,2,0,1,0,1,0,0,0,0,0
claude-code_Kimi-K2.6_go-high-02_bounded_efficiency_r3_48e68d,holdout_cc,claude-code,moonshotai/Kimi-K2.6,go-high-02,bounded_efficiency,3,69.57,19,3482,4555,268563,0.109365,0.342773,True,18,11,10,8,1,0,0,0,3,2726,682,0.005947,0.031591,1901,0.33,18,1,5,1,10,0,0,0,1,0,0,0
pi_Inkling_py-high-03_multiple_approaches_r5_d22ee6,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,multiple_approaches,5,17.28,11,226,741,24698,0.013569,0.027699,True,10,1,1,0,1,0,0,1,4,3228,807,0.001512,0.004954,1704,,0,1,5,0,2,2,0,0,0,0,0,0
pi_Inkling_go-med-02_exhaustive_exploration_r2_3e9290,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,exhaustive_exploration,2,15.58,9,137,796,20553,0.013472,0.023777,True,8,1,1,0,0,0,0,0,1,2571,643,0.001228,0.004087,1683,,0,2,4,0,1,0,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_py-med-03_multiple_approaches_r1_36a05d,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,py-med-03,multiple_approaches,1,21.06,7,597,2390,99635,0.033102,0.104213,True,6,2,1,1,0,0,0,1,2,1440,360,0.000968,0.00347,1918,0.18,6,1,2,1,2,0,0,0,0,0,0,0
pi_Inkling_py-high-03_baseline_r1_b551f5,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,baseline,1,8.99,6,46,448,13265,0.008493,0.015079,True,9,1,1,0,0,0,0,1,5,2613,653,0.001005,0.002722,1349,,0,2,5,0,1,0,1,0,0,0,0,0
claude-code_Inkling_go-high-02_exhaustive_exploration_r2_5cb584,holdout_cc,claude-code,thinkingmachines/Inkling,go-high-02,exhaustive_exploration,2,39.36,21,702,1541,387772,0.121082,0.394013,True,20,8,8,5,0,0,0,2,5,5301,1325,0.011736,0.062562,2612,0.42,20,1,9,0,6,1,2,0,1,0,0,0
claude-code_GLM-5.2_py-med-03_deep_thinking_r3_1dccd7,holdout_cc,claude-code,zai-org/GLM-5.2,py-med-03,deep_thinking,3,71.98,27,2333,7949,527768,0.213956,0.773851,True,26,17,17,4,1,0,0,1,2,4103,1026,0.01151,0.05568,6297,0.65,26,1,4,1,13,1,4,0,2,0,0,0
claude-code_Kimi-K2.7-Code_py-med-03_no_questions_autonomy_r1_5ac231,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,py-med-03,no_questions_autonomy,1,11.94,8,280,726,112672,0.027449,0.109942,True,7,3,2,2,0,0,0,1,2,1361,340,0.00095,0.003456,879,0.24,7,1,2,1,3,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-high-01_split_across_turns_r1_36813e,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,split_across_turns,1,91.42,8,1313,2590,25863,0.03588,0.054015,True,7,0,0,0,0,0,2,1,2,2603,651,0.001441,0.003818,3323,,0,1,3,1,2,0,0,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_js-low-02_deep_thinking_r1_9b0ccc,holdout_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,js-low-02,deep_thinking,1,72.31,12,1044,2133,209702,0.081355,0.372304,True,11,6,5,0,0,0,0,1,2,1315,329,0.00192,0.012298,1591,0.21,11,6,3,0,1,1,0,0,0,0,0,0
pi_Inkling_go-med-02_adjacent_cleanup_r2_dc2d93,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,adjacent_cleanup,2,21.42,11,174,1100,27994,0.015132,0.032449,True,10,1,1,0,0,0,2,0,1,3814,954,0.001736,0.005556,2380,,0,2,4,0,2,1,1,0,0,0,0,0
pi_Inkling_py-high-03_multiple_approaches_r2_a1cf3d,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,multiple_approaches,2,19.96,9,362,1112,24054,0.012303,0.028558,True,8,0,0,0,0,0,1,0,0,3681,920,0.001719,0.00562,2128,,0,1,5,0,1,0,1,0,0,0,0,0
pi_GLM-5.2_js-high-03_deep_thinking_r3_0c890f,holdout_pi,pi,zai-org/GLM-5.2,js-high-03,deep_thinking,3,42.31,9,2436,3960,39433,0.045781,0.07263,True,12,0,0,0,0,0,3,1,4,4450,1112,0.002892,0.008742,5134,,0,1,4,0,3,0,3,1,0,0,0,0
pi_Inkling_py-high-03_exhaustive_exploration_r2_8f5af2,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,exhaustive_exploration,2,6.94,6,64,234,12707,0.005156,0.013655,True,5,0,0,0,0,0,0,0,1,2679,670,0.001028,0.00278,1120,,0,1,2,0,1,0,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-low-03_max_certainty_r4_f00d12,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,max_certainty,4,59.56,5,284,986,15039,0.01383,0.029599,True,5,0,0,0,0,0,0,2,2,3450,862,0.001907,0.005039,2157,,0,1,2,0,1,0,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-high-02_max_certainty_r1_07c7fd,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-high-02,max_certainty,1,115.64,18,2387,4234,90450,0.086173,0.172117,False,24,4,4,1,6,1,3,2,5,8384,2096,0.007464,0.036852,6733,,0,1,12,2,6,1,2,0,0,0,0,0
pi_Inkling_js-high-01_misleading_architecture_r2_d3e6ee,stress_pi,pi,thinkingmachines/Inkling,js-high-01,misleading_architecture,2,111.42,38,4415,6274,525831,0.167077,0.551241,False,37,1,1,2,1,0,1,1,2,73036,18259,0.064685,0.291351,29720,,0,1,12,6,2,2,10,4,0,0,0,0
claude-code_DeepSeek-V4-Pro_py-med-03_max_certainty_r2_3b204e,holdout_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-med-03,max_certainty,2,20.41,6,238,859,94174,0.052522,0.166852,True,5,1,0,0,0,0,0,1,2,1301,325,0.001311,0.00705,1010,0.16,5,1,2,1,1,0,0,0,0,0,0,0
pi_Inkling_py-high-03_exhaustive_exploration_r5_c3d5e3,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,exhaustive_exploration,5,6.38,6,70,246,12760,0.005257,0.013756,True,5,0,0,0,0,0,0,0,0,2707,677,0.001038,0.002801,1141,,0,1,2,0,1,0,1,0,0,0,0,0
pi_Inkling_go-med-02_exhaustive_exploration_r1_0e8283,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,exhaustive_exploration,1,17.48,8,89,908,19279,0.010208,0.022956,True,9,2,2,0,0,0,0,1,2,2680,670,0.001212,0.003858,1823,,0,2,5,0,1,0,1,0,0,0,0,0
claude-code_Inkling_go-high-02_bounded_efficiency_r3_9df5d2,holdout_cc,claude-code,thinkingmachines/Inkling,go-high-02,bounded_efficiency,3,39.64,23,886,1775,424321,0.112259,0.43151,True,22,11,11,4,1,0,0,0,3,4793,1198,0.01264,0.068501,2468,0.42,22,1,9,0,10,2,0,0,0,0,0,0
pi_Inkling_py-high-03_exhaustive_exploration_r3_17f346,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,exhaustive_exploration,3,10.87,6,86,453,13488,0.00608,0.015323,True,9,1,1,0,0,0,0,1,5,2613,653,0.001005,0.002722,1345,,0,2,5,0,1,0,1,0,0,0,0,0
pi_Inkling_go-med-02_exhaustive_exploration_r4_4a4f6a,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,exhaustive_exploration,4,12.65,7,96,563,15411,0.007598,0.017691,True,10,3,3,0,0,0,0,4,6,2330,582,0.000966,0.002841,1394,,0,1,6,0,1,1,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-high-01_full_restatement_per_turn_r2_fad1ec,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,full_restatement_per_turn,2,38.13,10,795,2207,34525,0.032272,0.067754,False,9,1,1,1,0,2,2,0,2,3635,909,0.002415,0.008838,3479,,0,2,2,0,4,1,0,0,0,0,0,0
pi_Inkling_py-high-03_bounded_efficiency_r1_cde5cb,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,bounded_efficiency,1,7.31,6,68,279,11578,0.004846,0.012708,True,8,1,1,0,0,0,0,1,4,2429,607,0.00089,0.00227,956,,0,1,4,0,2,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-low-03_bounded_efficiency_r5_694ac0,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,bounded_efficiency,5,25.99,7,450,1114,21561,0.020892,0.041393,True,7,0,0,0,0,0,0,2,2,3937,984,0.002292,0.006756,2513,,0,1,2,0,1,2,1,0,0,0,0,0
claude-code_Kimi-K2.6_go-high-02_deep_thinking_r2_a489aa,holdout_cc,claude-code,moonshotai/Kimi-K2.6,go-high-02,deep_thinking,2,67.71,13,2926,3965,165485,0.056681,0.216425,True,12,5,4,1,1,0,0,1,4,2490,622,0.003535,0.017476,1677,0.22,12,1,5,0,5,1,0,0,0,0,0,0
pi_GLM-5.2_js-high-03_multiple_approaches_r3_272ac1,holdout_pi,pi,zai-org/GLM-5.2,js-high-03,multiple_approaches,3,37.3,7,2482,4000,28378,0.037557,0.057329,True,9,0,0,0,0,0,1,1,4,3640,910,0.002008,0.005228,5006,,0,1,5,0,2,0,1,0,0,0,0,0
claude-code_Inkling_go-high-02_baseline_r3_a2e327,holdout_cc,claude-code,thinkingmachines/Inkling,go-high-02,baseline,3,15.78,8,180,656,140194,0.056371,0.142851,True,7,2,2,1,0,0,0,0,2,1915,479,0.00165,0.007371,1074,0.23,7,1,3,0,2,1,0,0,0,0,0,0
pi_Inkling_py-high-03_exhaustive_exploration_r1_9d3172,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,exhaustive_exploration,1,8.64,6,66,378,13338,0.007538,0.014869,True,9,0,0,0,1,0,0,1,5,2712,678,0.001038,0.002796,1297,,0,1,6,0,1,0,1,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_py-med-03_bounded_efficiency_r3_d7d01d,holdout_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-med-03,bounded_efficiency,3,29.76,9,222,1289,114178,0.058864,0.203155,True,8,4,3,1,0,0,0,1,2,1497,374,0.00166,0.009431,1366,0.25,8,1,2,1,4,0,0,0,0,0,0,0
pi_GLM-5.2_js-high-03_bounded_efficiency_r2_7c0932,holdout_pi,pi,zai-org/GLM-5.2,js-high-03,bounded_efficiency,2,8.53,6,471,1154,15901,0.011288,0.027339,True,8,0,0,0,0,0,0,1,4,3316,829,0.001771,0.004447,2129,,0,1,4,0,2,1,0,0,0,0,0,0
pi_Inkling_py-high-03_baseline_r3_5de7a6,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,baseline,3,6.0,5,47,222,10037,0.004562,0.010936,True,4,0,0,0,0,0,0,0,0,2490,622,0.00087,0.002079,1048,,0,1,1,0,1,0,1,0,0,0,0,0
pi_Inkling_go-med-02_baseline_r4_6692a7,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,baseline,4,20.66,11,70,1027,25306,0.012042,0.029465,True,10,2,2,0,0,0,2,0,1,2578,644,0.001208,0.003959,1829,,0,3,4,0,2,1,0,0,0,0,0,0
claude-code_nemotron-3-ultra-550b-a55b_js-low-02_deep_thinking_r1_979856,holdout_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,js-low-02,deep_thinking,1,151.74,81,2341,6756,1781956,0.784298,1.093495,False,80,62,61,45,8,0,0,3,3,4302,1076,0.029597,0.087501,6614,1.21,80,2,12,0,43,4,18,0,1,0,0,0
pi_Inkling_go-med-02_bounded_efficiency_r1_9c4d5a,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,bounded_efficiency,1,12.73,7,48,639,14370,0.00729,0.016958,True,7,1,1,0,0,0,0,0,2,1734,434,0.000696,0.001978,1201,,0,2,3,0,1,1,0,0,0,0,0,0
pi_Inkling_py-high-03_multiple_approaches_r4_a9b3db,holdout_pi,pi,thinkingmachines/Inkling,py-high-03,multiple_approaches,4,15.03,9,302,789,20329,0.009395,0.023524,True,8,0,0,0,0,0,0,0,3,3005,751,0.001337,0.004199,1692,,0,1,4,0,1,2,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_py-med-03_multiple_approaches_r2_243ea3,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,py-med-03,multiple_approaches,2,73.04,15,282,7876,347937,0.112667,0.362044,True,22,13,13,10,1,0,0,1,2,4248,1062,0.003397,0.012948,66773,12.01,22,1,4,1,13,0,0,0,0,3,0,0
pi_GLM-5.2_js-high-03_bounded_efficiency_r3_5c29f3,holdout_pi,pi,zai-org/GLM-5.2,js-high-03,bounded_efficiency,3,20.89,5,297,834,13362,0.00939,0.022376,True,8,0,0,0,0,0,0,1,4,3730,932,0.001882,0.004411,2189,,0,1,4,0,2,1,0,0,0,0,0,0
pi_Inkling_go-med-02_baseline_r3_9b8c56,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,baseline,3,7.33,5,51,355,8896,0.004491,0.010334,True,5,0,0,0,0,0,0,0,2,1324,331,0.000451,0.001038,807,,0,1,2,0,1,1,0,0,0,0,0,0
pi_Kimi-K2.7-Code_py-high-03_no_questions_autonomy_r4_0f573b,holdout_pi,pi,moonshotai/Kimi-K2.7-Code,py-high-03,no_questions_autonomy,4,11.2,5,190,582,8838,0.007271,0.010724,True,8,0,0,0,0,0,0,1,5,1536,384,0.000505,0.001068,950,,0,1,5,1,1,0,0,0,0,0,0,0
claude-code_Inkling_py-med-03_adjacent_cleanup_r2_d7a4cc,holdout_cc,claude-code,thinkingmachines/Inkling,py-med-03,adjacent_cleanup,2,36.95,20,429,1736,361948,0.101466,0.368979,True,19,8,7,3,2,0,0,1,3,3885,971,0.006493,0.033453,2375,0.42,19,2,7,1,7,1,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_js-high-01_ambiguous_scope_r2_85b5ac,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,js-high-01,ambiguous_scope,2,46.85,7,1134,2081,20060,0.023223,0.042146,True,7,1,1,0,0,0,0,1,2,2897,724,0.001617,0.004368,2866,,0,1,2,0,2,1,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-low-03_multiple_approaches_r2_0e97e9,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,multiple_approaches,2,45.47,5,375,1799,14299,0.01616,0.031141,True,7,0,0,0,0,0,0,3,3,1837,459,0.000964,0.002232,2321,,0,1,3,1,1,1,0,0,0,0,0,0
pi_Kimi-K2.7-Code_py-high-03_no_questions_autonomy_r5_9cc368,holdout_pi,pi,moonshotai/Kimi-K2.7-Code,py-high-03,no_questions_autonomy,5,7.84,8,435,876,15887,0.008285,0.018597,True,11,1,1,0,0,0,0,2,6,2082,520,0.000835,0.002199,1315,,0,1,6,2,2,0,0,0,0,0,0,0
claude-code_GLM-5.2_py-med-03_adjacent_cleanup_r1_f64632,holdout_cc,claude-code,zai-org/GLM-5.2,py-med-03,adjacent_cleanup,1,93.28,81,45,3666,1606615,0.459121,2.265391,True,82,77,76,73,0,0,0,1,3,4521,1130,0.035272,0.18299,4895,1.07,82,1,3,1,77,0,0,0,0,0,0,0
pi_Kimi-K2.7-Code_py-high-03_deep_thinking_r5_21e1fd,holdout_pi,pi,moonshotai/Kimi-K2.7-Code,py-high-03,deep_thinking,5,10.19,6,745,1299,17536,0.01203,0.021855,True,10,1,1,0,0,0,0,2,6,4771,1193,0.001878,0.004856,2538,,0,1,6,0,2,1,0,0,0,0,0,0
pi_GLM-5.2_js-high-03_baseline_r1_8c546f,holdout_pi,pi,zai-org/GLM-5.2,js-high-03,baseline,1,24.77,7,1612,2442,23309,0.026597,0.043377,True,10,1,1,0,0,0,1,1,4,3506,876,0.001945,0.00509,3647,,0,1,5,0,2,0,2,0,0,0,0,0
pi_Inkling_go-med-02_adjacent_cleanup_r3_0016e5,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,adjacent_cleanup,3,26.76,13,371,1315,38654,0.016995,0.04398,True,13,0,0,0,1,0,2,1,3,4859,1215,0.002619,0.009473,2727,,0,4,7,0,1,0,1,0,0,0,0,0
pi_Kimi-K2.7-Code_py-high-03_baseline_r1_16a379,holdout_pi,pi,moonshotai/Kimi-K2.7-Code,py-high-03,baseline,1,5.94,5,73,330,10439,0.005254,0.011237,True,7,0,0,0,0,0,0,1,4,2854,714,0.001006,0.00232,1284,,0,1,4,0,1,1,0,0,0,0,0,0
pi_Inkling_js-high-01_irrelevant_context_r2_40f5d0,stress_pi,pi,thinkingmachines/Inkling,js-high-01,irrelevant_context,2,85.24,10,4646,5230,38090,0.044398,0.059271,True,10,0,0,0,1,0,0,1,2,3979,995,0.001793,0.005688,6418,,0,1,5,1,1,2,0,0,0,0,0,0
pi_GLM-5.2_js-med-03_misleading_architecture_r1_36a04d,stress_pi,pi,zai-org/GLM-5.2,js-med-03,misleading_architecture,1,24.35,4,871,1681,10385,0.013983,0.021935,True,5,0,0,0,0,0,0,0,1,2073,518,0.00088,0.001555,2660,,0,1,2,0,1,1,0,0,0,0,0,0
claude-code_DeepSeek-V4-Pro_py-med-03_bounded_efficiency_r2_ef08a5,holdout_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-med-03,bounded_efficiency,2,63.11,17,546,3091,298137,0.134487,0.529515,True,16,10,9,1,0,0,0,1,2,3400,850,0.005939,0.040281,3391,0.37,15,2,3,0,7,1,3,0,0,0,0,0
pi_Kimi-K2.7-Code_py-high-03_deep_thinking_r4_bdbd5e,holdout_pi,pi,moonshotai/Kimi-K2.7-Code,py-high-03,deep_thinking,4,9.03,6,684,1166,12883,0.00912,0.016903,True,10,1,1,0,0,0,0,1,5,2389,597,0.000864,0.002051,1524,,0,1,5,0,2,1,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_py-low-03_bounded_efficiency_r2_888700,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,bounded_efficiency,2,26.9,5,301,980,12054,0.012163,0.024384,True,6,0,0,0,0,0,0,2,2,1487,372,0.000759,0.001623,1333,,0,1,2,1,1,1,0,0,0,0,0,0
pi_Inkling_go-high-02_adjacent_cleanup_r1_0968fe,holdout_pi,pi,thinkingmachines/Inkling,go-high-02,adjacent_cleanup,1,15.53,13,130,633,30768,0.015058,0.033332,True,12,0,0,1,0,1,2,0,0,3318,830,0.001836,0.006751,1740,,0,2,5,0,3,2,0,0,0,0,0,0
pi_Inkling_go-med-02_baseline_r2_920390,holdout_pi,pi,thinkingmachines/Inkling,go-med-02,baseline,2,15.38,8,73,711,17865,0.010652,0.020745,True,7,1,1,0,0,0,0,0,2,2475,619,0.001098,0.003439,1555,,0,2,3,0,1,0,1,0,0,0,0,0
pi_Kimi-K2.7-Code_py-high-03_bounded_efficiency_r3_d6cc1a,holdout_pi,pi,moonshotai/Kimi-K2.7-Code,py-high-03,bounded_efficiency,3,5.86,5,183,536,8458,0.004877,0.010179,True,8,0,0,0,0,0,0,1,5,1331,333,0.000442,0.000946,728,,0,1,5,1,1,0,0,0,0,0,0,0
pi_Inkling_js-high-01_conflicting_constraints_r1_520330,stress_pi,pi,thinkingmachines/Inkling,js-high-01,conflicting_constraints,1,16.97,9,282,803,46965,0.031306,0.050217,True,8,0,0,0,0,0,0,1,2,33812,8453,0.011563,0.026745,11098,,0,1,3,0,1,2,1,0,0,0,0,0
