run_id,experiment,harness,model,task_id,variant,rep,reasoning_tokens,visible_output_tokens,turns,tool_total_tool_calls,tool_duplicate_reads,tool_repeated_searches,tool_repeated_tests_no_change,edits_reverted,scope_compliant_success,reported_cost_usd,estimated_no_cache_cost_usd,turns_parsed,thinking_chars,visible_chars,tool_calls_parsed,tool_calls_before_first_edit,thinking_chars_before_first_edit,first_green_test_found,tool_calls_after_first_green,test_runs_total,test_runs_after_first_green,postgreen_chars,distinct_files_read,files_read_not_edited,task_restatement_index,redundancy_compression_ratio,plan_markers_per_1k,alt_markers_per_1k,alt_markers_total,plan_markers_total
claude-code_Kimi-K2.7-Code_py-med-03_bounded_efficiency_r1_e3315b,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,py-med-03,bounded_efficiency,1,158,558,7,6,0,0,1,['tmp/pi-prompt-benchmark/slot-cc-03/store/serialize.py'],True,0.023587,0.093823,15,675,225,6,3,674,False,,2,,,2,1,0.0312,0.4222,0.0,0.0,0,0
claude-code_Inkling_py-med-03_multiple_approaches_r2_d95cec,holdout_cc,claude-code,thinkingmachines/Inkling,py-med-03,multiple_approaches,2,489,2619,,20,3,0,0,"['tmp/pi-prompt-benchmark/slot-cc-05/.claude/worktrees/agent-a02c9692a12653676/store/serialize.py', 'tmp/pi-prompt-benchmark/slot-cc-05/.claude/worktrees/agent-acc508120e0d8791d/store/serialize.py']",False,0.126311,0.255393,75,2409,1394,20,3,239,False,,0,,,6,4,0.0,0.6101,0.0,3.321,8,0
pi_GLM-5.2_py-high-03_multiple_approaches_r5_ef2743,holdout_pi,pi,zai-org/GLM-5.2,py-high-03,multiple_approaches,5,1463,3187,8,12,1,0,0,['tmp/pi-prompt-benchmark/slot-04/pipeline/loader.py'],True,0.029937,0.049125,8,5484,4354,12,8,4902,True,2,2,0,1719,5,4,0.0,0.5919,0.0,2.188,12,0
pi_Kimi-K2.6_js-low-02_exhaustive_exploration_r4_fc7698,holdout_pi,pi,moonshotai/Kimi-K2.6,js-low-02,exhaustive_exploration,4,152,372,5,5,0,0,0,[],True,0.004546,0.012802,5,665,292,5,3,183,False,,1,,,2,1,0.0,0.4872,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-03_bounded_efficiency_r4_45fea7,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,bounded_efficiency,4,168,787,5,5,0,0,0,['tmp/pi-prompt-benchmark/slot-05/ANSWER.md'],True,0.011625,0.028183,5,637,542,5,3,144,False,,1,,,2,2,0.0286,0.4113,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_go-high-01_ambiguous_scope_r2_11daa0,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-high-01,ambiguous_scope,2,251,1296,7,9,0,0,0,[],True,0.022285,0.038449,7,1031,970,9,7,896,True,0,2,0,557,3,2,0.0,0.4424,0.0,0.0,0,0
claude-code_DeepSeek-V4-Pro_py-med-03_bounded_efficiency_r1_bd7da5,holdout_cc,claude-code,deepseek-ai/DeepSeek-V4-Pro,py-med-03,bounded_efficiency,1,1056,4185,22,21,1,0,0,"['tmp/pi-prompt-benchmark/slot-cc-01/_test_roundtrip.py', 'tmp/pi-prompt-benchmark/slot-cc-01/store/serialize.py']",True,0.16607,0.763343,71,4742,1291,21,6,1964,False,,8,,,2,1,0.125,0.6717,0.0,2.109,10,0
pi_Kimi-K2.6_go-high-01_ambiguous_scope_r2_4c9e61,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,ambiguous_scope,2,424,1253,9,10,1,0,0,[],True,0.014099,0.030163,9,1912,720,10,3,170,True,4,5,3,1569,2,1,0.0,0.5434,0.0,0.523,1,0
pi_Kimi-K2.6_js-low-02_multiple_approaches_r4_4e2b71,holdout_pi,pi,moonshotai/Kimi-K2.6,js-low-02,multiple_approaches,4,1919,2506,7,8,3,0,0,[],True,0.018953,0.034953,7,8582,1756,8,5,7481,False,,1,,,2,1,0.04,0.6373,0.0,2.797,24,0
pi_Kimi-K2.6_js-low-02_baseline_r1_186cec,holdout_pi,pi,moonshotai/Kimi-K2.6,js-low-02,baseline,1,114,257,4,3,0,0,0,[],True,0.002873,0.007929,4,462,186,3,1,200,False,,1,,,1,0,0.04,,0.0,0.0,0,0
claude-code_Inkling_py-med-03_exhaustive_exploration_r3_ec5985,holdout_cc,claude-code,thinkingmachines/Inkling,py-med-03,exhaustive_exploration,3,488,1499,18,17,1,0,5,['tmp/pi-prompt-benchmark/slot-cc-05/store/serialize.py'],True,0.088091,0.299084,65,2311,325,17,4,336,False,,8,,,3,2,0.0,0.5793,0.0,0.433,1,0
pi_Kimi-K2.6_go-high-01_irrelevant_context_r2_83b319,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,irrelevant_context,2,231,726,6,8,1,0,0,[],True,0.00812,0.017528,6,992,229,8,5,372,True,1,1,0,393,2,1,0.0,0.503,0.0,0.0,0,0
claude-code_GLM-5.2_js-low-02_adjacent_cleanup_r3_55885c,holdout_cc,claude-code,zai-org/GLM-5.2,js-low-02,adjacent_cleanup,3,780,2274,20,19,1,0,5,['tmp/pi-prompt-benchmark/slot-cc-06/src/serializer.js'],True,0.12113,0.488629,44,3493,2881,19,5,3491,False,,7,,,2,1,0.08,0.6048,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-03_multiple_approaches_r4_4536d0,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,multiple_approaches,4,266,1488,6,7,0,0,0,['tmp/pi-prompt-benchmark/slot-05/ANSWER.md'],True,0.017244,0.034196,6,1054,781,7,5,902,False,,2,,,2,2,0.1429,0.4744,0.0,0.949,1,0
pi_Kimi-K2.6_go-high-01_misleading_architecture_r2_8e0183,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,misleading_architecture,2,594,1281,9,9,0,0,1,[],True,0.012727,0.029943,9,2549,839,9,4,1917,True,3,4,3,1384,2,1,0.7333,0.5629,0.0,0.392,1,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_baseline_r1_9ccdfd,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,baseline,1,218,810,6,6,1,0,0,[],True,0.011872,0.011872,6,969,347,6,3,160,True,1,1,0,656,2,1,0.1818,0.5397,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_go-high-02_max_certainty_r2_8253c4,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-high-02,max_certainty,2,10672,18820,74,88,1,0,2,"['tmp/pi-prompt-benchmark/slot-02/config/config.go', 'tmp/pi-prompt-benchmark/slot-02/config/config_test.go', 'tmp/pi-prompt-benchmark/slot-02/go.mod']",False,0.632775,2.541291,74,44112,1860,88,44,14735,True,29,12,8,27734,15,15,1.0,0.7393,0.0,0.34,15,0
pi_DeepSeek-V4-Pro_py-low-03_baseline_r3_e95357,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,baseline,3,192,912,5,7,0,0,0,['tmp/pi-prompt-benchmark/slot-05/ANSWER.md'],True,0.01393,0.024574,5,740,280,7,5,292,False,,1,,,2,2,0.3714,0.4446,0.0,1.351,1,0
pi_Kimi-K2.6_go-high-01_misleading_architecture_r1_bb2dd4,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,misleading_architecture,1,416,966,5,5,0,0,0,[],True,0.006889,0.014889,5,1750,636,5,3,504,True,0,1,0,1277,2,1,0.0333,0.5325,0.0,0.571,1,0
pi_GLM-5.2_py-high-03_adjacent_cleanup_r1_f9f2a4,holdout_pi,pi,zai-org/GLM-5.2,py-high-03,adjacent_cleanup,1,2939,4099,7,14,3,0,0,[],True,0.039353,0.053653,7,11525,2200,14,7,1531,True,3,2,0,6363,5,2,0.0,0.7884,0.0,0.694,8,0
pi_Kimi-K2.6_go-high-01_ambiguous_scope_r1_6d5369,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,ambiguous_scope,1,839,1417,9,9,0,0,0,['tmp/pi-prompt-benchmark/slot-01/counter/counter.go'],True,0.012941,0.031053,9,3484,302,9,5,721,True,1,2,0,628,3,2,0.0,0.6343,0.0,0.287,1,0
claude-code_Inkling_py-med-03_baseline_r2_867afa,holdout_cc,claude-code,thinkingmachines/Inkling,py-med-03,baseline,2,618,1943,20,19,3,0,4,"['tmp/pi-prompt-benchmark/slot-cc-05/store/serialize.py', 'tmp/test_rt.py']",True,0.102572,0.372209,77,2885,279,19,4,266,False,,7,,,3,2,0.0,0.591,0.0,1.04,3,0
pi_GLM-5.2_py-high-03_bounded_efficiency_r3_f10296,holdout_pi,pi,zai-org/GLM-5.2,py-high-03,bounded_efficiency,3,296,698,5,9,0,0,0,[],True,0.008378,0.017571,5,1009,581,9,7,123,True,0,2,0,379,5,4,0.0,0.45,0.0,0.0,0,0
pi_Kimi-K2.6_go-high-01_split_across_turns_r2_c89219,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,split_across_turns,2,315,791,5,3,0,0,0,[],True,0.006955,0.012971,5,1316,599,3,1,199,True,0,1,0,546,1,0,0.0,0.5053,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_go-high-02_bounded_efficiency_r5_4595c4,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-high-02,bounded_efficiency,5,345,937,5,7,0,0,0,[],True,0.012718,0.024939,5,1322,638,7,5,204,True,0,2,0,333,3,2,0.0,0.5211,0.0,0.0,0,0
pi_Kimi-K2.6_go-high-01_irrelevant_context_r1_a2e87c,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,irrelevant_context,1,509,1036,7,8,0,0,0,[],True,0.00946,0.021876,7,2242,252,8,5,716,True,6,4,3,2186,2,1,0.1,0.5308,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-03_max_certainty_r2_f8882d,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,max_certainty,2,300,1331,7,9,0,0,0,[],True,0.019269,0.036222,7,1035,883,9,6,265,False,,1,,,4,4,0.0,0.458,0.0,0.966,1,0
claude-code_Inkling_py-med-03_baseline_r1_b756b0,holdout_cc,claude-code,thinkingmachines/Inkling,py-med-03,baseline,1,274,1218,12,11,3,0,0,['tmp/pi-prompt-benchmark/slot-cc-05/store/serialize.py'],True,0.069009,0.200215,37,1228,362,11,3,85,False,,1,,,2,1,0.0,0.5041,0.0,0.0,0,0
pi_GLM-5.2_py-high-03_bounded_efficiency_r5_dc862a,holdout_pi,pi,zai-org/GLM-5.2,py-high-03,bounded_efficiency,5,317,712,5,8,0,0,0,[],True,0.008094,0.019622,5,1045,611,8,6,183,True,0,1,0,355,5,4,0.0,0.4432,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_deep_thinking_r3_64e2e9,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,deep_thinking,3,473,1433,9,9,1,0,0,['tmp/pi-prompt-benchmark/slot-06/client/client.go'],True,0.0214,0.0214,9,1954,862,9,5,669,True,1,2,1,1248,3,2,0.2424,0.609,0.0,0.0,0,0
pi_Kimi-K2.6_go-high-01_split_across_turns_r1_734771,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,split_across_turns,1,430,963,8,6,1,0,0,[],True,0.009212,0.021436,8,1774,564,6,1,257,True,3,2,1,995,2,1,0.0,0.5643,0.0,0.0,0,0
claude-code_GLM-5.2_js-low-02_bounded_efficiency_r1_65741f,holdout_cc,claude-code,zai-org/GLM-5.2,js-low-02,bounded_efficiency,1,570,1998,38,37,1,0,30,['tmp/pi-prompt-benchmark/slot-cc-06/src/serializer.js'],True,0.207377,0.938801,81,2771,1542,37,3,256,False,,32,,,2,1,0.04,0.6411,0.0,2.526,7,0
pi_Kimi-K2.6_go-high-01_conflicting_constraints_r1_7c3c09,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,conflicting_constraints,1,493,1045,8,8,1,0,0,[],True,0.021254,0.051462,8,1986,361,8,3,518,True,3,3,2,690,2,1,0.0,0.5896,0.0,0.0,0,0
claude-code_Inkling_py-med-03_bounded_efficiency_r2_193fd5,holdout_cc,claude-code,thinkingmachines/Inkling,py-med-03,bounded_efficiency,2,173,741,11,10,1,0,2,['tmp/pi-prompt-benchmark/slot-cc-05/store/serialize.py'],True,0.063373,0.180237,35,837,204,10,3,105,False,,4,,,2,1,0.0,0.472,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_max_certainty_r3_cb74c6,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,max_certainty,3,513,1205,8,8,1,0,0,[],True,0.017632,0.017632,8,2144,520,8,3,197,True,3,3,2,1681,2,1,0.2424,0.6474,0.0,0.0,0,0
pi_GLM-5.2_py-high-03_baseline_r1_23887e,holdout_pi,pi,zai-org/GLM-5.2,py-high-03,baseline,1,957,2046,6,11,0,0,0,['tmp/pi-prompt-benchmark/slot-04/pipeline/loader.py'],True,0.019365,0.031111,6,3171,2151,11,8,2454,True,0,1,0,1440,5,4,0.0,0.5835,0.0,0.315,1,0
pi_DeepSeek-V4-Pro_py-low-03_baseline_r2_eeb545,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,baseline,2,178,782,5,7,0,0,0,[],True,0.014357,0.022636,5,640,324,7,5,193,False,,1,,,2,2,0.0,0.4237,0.0,1.562,1,0
pi_Kimi-K2.6_go-high-01_conflicting_constraints_r2_8c8097,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,conflicting_constraints,2,620,1167,8,8,1,0,0,[],True,0.011838,0.02739,8,2431,360,8,3,1568,True,3,3,2,905,2,1,0.0,0.603,0.0,0.411,1,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_deep_thinking_r1_042824,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,deep_thinking,1,343,1134,7,7,1,0,0,[],True,0.01532,0.01532,7,1430,888,7,3,210,True,2,2,1,1353,2,1,0.1515,0.57,0.0,0.0,0,0
claude-code_Inkling_py-med-03_bounded_efficiency_r1_851018,holdout_cc,claude-code,thinkingmachines/Inkling,py-med-03,bounded_efficiency,1,129,690,10,9,1,0,1,['tmp/pi-prompt-benchmark/slot-cc-05/store/serialize.py'],True,0.062536,0.178338,35,599,186,9,3,123,False,,3,,,2,1,0.0,0.4309,0.0,1.669,1,0
pi_GLM-5.2_py-high-03_baseline_r2_74b930,holdout_pi,pi,zai-org/GLM-5.2,py-high-03,baseline,2,687,1549,6,9,0,0,0,['tmp/pi-prompt-benchmark/slot-04/pipeline/loader.py'],True,0.017438,0.027215,6,2192,1624,9,7,1246,True,0,2,0,888,5,4,0.0,0.5473,0.0,0.456,1,0
pi_DeepSeek-V4-Pro_go-high-01_ambiguous_scope_r1_43e805,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-high-01,ambiguous_scope,1,972,2845,16,18,0,0,0,['counter/counter.go'],False,0.066337,0.137695,16,4120,1648,18,6,1044,True,0,5,0,737,6,4,0.0,0.5738,0.0,0.243,1,0
pi_Kimi-K2.6_go-high-01_full_restatement_per_turn_r1_e09c3a,stress_pi,pi,moonshotai/Kimi-K2.6,go-high-01,full_restatement_per_turn,1,763,1278,8,8,1,0,0,[],True,0.013002,0.025354,8,3042,558,8,3,1093,True,3,3,2,1372,2,1,0.0,0.6266,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_bounded_efficiency_r2_f9eeff,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,bounded_efficiency,2,305,952,7,7,1,0,0,[],True,0.014603,0.014603,7,1257,484,7,3,166,True,2,2,1,854,2,1,0.2424,0.5975,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-01_conflicting_constraints_r1_bec4b1,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,conflicting_constraints,1,501,939,6,7,1,0,0,['tmp/pi-prompt-benchmark/slot-01/cart/checkout.py'],True,0.012359,0.012359,6,1712,437,7,4,191,True,1,1,0,468,3,2,0.0,0.5666,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_bounded_efficiency_r4_de0bd9,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,bounded_efficiency,4,260,927,6,6,0,0,0,[],True,0.012452,0.012452,6,1085,620,6,3,171,True,1,2,1,912,2,1,0.0909,0.5521,0.0,0.0,0,0
claude-code_nemotron-3-ultra-550b-a55b_js-low-02_bounded_efficiency_r3_b1a303,holdout_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,js-low-02,bounded_efficiency,3,1947,7026,81,81,6,0,47,['tmp/pi-prompt-benchmark/slot-cc-04/src/serializer.js'],True,0.768437,1.115113,247,9289,610,81,4,360,False,,52,,,4,3,0.0,0.7732,0.0,5.598,52,0
claude-code_Kimi-K2.6_py-med-03_baseline_r1_4e71a8,holdout_cc,claude-code,moonshotai/Kimi-K2.6,py-med-03,baseline,1,1305,1714,6,5,1,0,0,['tmp/pi-prompt-benchmark/slot-cc-02/store/serialize.py'],True,0.025652,0.10322,16,5607,440,5,2,3970,False,,2,,,1,0,0.4375,0.6331,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-01_misleading_architecture_r1_b440f2,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,misleading_architecture,1,946,1496,6,6,0,0,0,['tmp/pi-prompt-benchmark/slot-02/cart/checkout.py'],True,0.014987,0.014987,6,2934,269,6,3,365,True,1,1,0,657,2,1,0.0741,0.6189,0.0,0.341,1,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_max_certainty_r2_09193d,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,max_certainty,2,522,1888,11,11,2,0,0,[],True,0.032349,0.032349,11,2282,649,11,3,170,True,4,3,2,1954,2,1,0.1818,0.617,0.0,0.438,1,0
pi_Inkling_go-high-02_adjacent_cleanup_r3_e2011e,holdout_pi,pi,thinkingmachines/Inkling,go-high-02,adjacent_cleanup,3,345,1574,15,18,6,0,0,[],True,0.023607,0.055479,15,1643,133,18,6,426,True,10,2,1,945,3,1,0.0,0.546,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-01_split_across_turns_r2_d96b62,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,split_across_turns,2,502,1343,11,10,0,0,0,[],True,0.021758,0.021758,11,1891,510,10,4,901,True,2,4,1,786,3,2,0.0741,0.5699,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_max_certainty_r1_b3010d,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,max_certainty,1,340,1111,8,8,1,0,0,[],True,0.017211,0.017211,8,1465,864,8,3,194,True,3,3,2,1366,2,1,0.1818,0.6034,0.0,0.0,0,0
claude-code_Inkling_py-med-03_exhaustive_exploration_r1_79c11e,holdout_cc,claude-code,thinkingmachines/Inkling,py-med-03,exhaustive_exploration,1,482,1321,18,17,3,0,4,['tmp/pi-prompt-benchmark/slot-cc-05/store/serialize.py'],True,0.093161,0.331988,63,2272,324,17,8,382,False,,5,,,4,3,0.0,0.5647,0.0,1.32,3,0
pi_Inkling_go-high-02_baseline_r2_75736d,holdout_pi,pi,thinkingmachines/Inkling,go-high-02,baseline,2,61,326,5,4,0,0,0,[],True,0.006771,0.011764,5,262,149,4,2,63,True,0,1,0,5,0,0,0.0,,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_go-high-01_split_across_turns_r2_219c23,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-high-01,split_across_turns,2,226,1208,8,6,0,0,0,[],True,0.021988,0.037758,8,933,1033,6,1,138,True,0,3,0,216,1,0,0.0,0.4598,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_deep_thinking_r4_8cdb05,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,deep_thinking,4,383,1024,7,7,1,0,0,[],True,0.014761,0.014761,7,1557,430,7,3,173,True,2,2,1,1078,2,1,0.1818,0.6138,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-01_full_restatement_per_turn_r2_bb2f95,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,full_restatement_per_turn,2,655,1802,14,12,1,0,1,['tmp/pi-prompt-benchmark/slot-02/cart/checkout.py'],True,0.034475,0.034475,14,2176,820,12,5,693,True,3,2,1,1212,3,2,0.0741,0.6007,0.0,0.46,1,0
claude-code_nemotron-3-ultra-550b-a55b_js-low-02_multiple_approaches_r1_ab09d9,holdout_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,js-low-02,multiple_approaches,1,579,2208,25,24,1,0,17,['tmp/pi-prompt-benchmark/slot-cc-04/src/serializer.js'],True,0.235944,0.295285,72,2651,490,24,23,2504,False,,19,,,2,1,0.0,0.6858,0.0,4.904,13,0
claude-code_nemotron-3-ultra-550b-a55b_js-low-02_baseline_r1_20287b,holdout_cc,claude-code,nvidia/nemotron-3-ultra-550b-a55b,js-low-02,baseline,1,,4,2,0,0,0,0,[],False,0.019525,0.022648,2,0,0,0,0,0,False,,0,,,0,0,0.0,,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_multiple_approaches_r1_1e7ec3,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,multiple_approaches,1,531,1498,7,7,1,0,0,['tmp/pi-prompt-benchmark/slot-06/client/client.go'],True,0.017713,0.017713,7,2225,1303,7,3,197,True,2,2,1,1097,2,1,0.1515,0.6283,0.0,2.247,5,0
pi_DeepSeek-V4-Pro_py-low-03_multiple_approaches_r3_5d5d8b,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,multiple_approaches,3,388,2491,5,6,0,0,0,['tmp/pi-prompt-benchmark/slot-03/ANSWER.md'],True,0.024106,0.041059,5,1567,786,6,4,177,False,,1,,,2,2,0.0,0.5105,0.0,1.276,2,0
pi_nemotron-3-ultra-550b-a55b_py-med-01_misleading_architecture_r2_b0b577,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,misleading_architecture,2,587,1088,7,7,0,0,0,[],True,0.013889,0.013889,7,1848,631,7,4,321,True,1,1,0,941,3,2,0.0741,0.5581,0.0,0.541,1,0
pi_Inkling_go-high-02_multiple_approaches_r3_185dc2,holdout_pi,pi,thinkingmachines/Inkling,go-high-02,multiple_approaches,3,653,1227,11,10,1,0,0,[],True,0.012666,0.032001,11,3060,929,10,6,1632,True,1,2,0,288,3,2,0.0,0.5575,0.0,5.556,17,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_deep_thinking_r5_dab4b2,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,deep_thinking,5,419,1121,8,8,1,0,0,[],True,0.017156,0.017156,8,1753,573,8,4,633,True,2,3,1,1274,2,1,0.1818,0.6349,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-01_irrelevant_context_r1_844856,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,irrelevant_context,1,726,1454,12,11,1,0,0,[],True,0.028123,0.028123,12,2175,662,11,6,937,True,1,1,0,600,3,2,0.0741,0.6043,0.0,0.46,1,0
claude-code_Kimi-K2.6_py-med-03_exhaustive_exploration_r3_89c06e,holdout_cc,claude-code,moonshotai/Kimi-K2.6,py-med-03,exhaustive_exploration,3,9308,11019,20,19,1,0,6,['tmp/pi-prompt-benchmark/slot-cc-02/store/serialize.py'],True,0.114201,0.392601,54,36396,1473,19,9,19059,False,,8,,,4,3,0.0625,0.7187,0.0,0.467,17,0
pi_DeepSeek-V4-Pro_go-high-01_split_across_turns_r1_7a014b,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-high-01,split_across_turns,1,344,1162,7,5,0,0,0,[],True,0.017284,0.03266,7,1333,1019,5,1,139,True,2,2,1,936,2,1,0.0667,0.4779,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_bounded_efficiency_r5_9672d3,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,bounded_efficiency,5,265,893,6,6,0,0,0,[],True,0.012349,0.012349,6,1126,527,6,3,170,True,1,2,1,759,2,1,0.2424,0.6092,0.0,0.0,0,0
pi_Inkling_go-high-02_multiple_approaches_r1_1c7a7c,holdout_pi,pi,thinkingmachines/Inkling,go-high-02,multiple_approaches,1,170,637,5,6,0,0,0,['tmp/pi-prompt-benchmark/slot-04/config/merge.go'],True,0.006433,0.012064,5,748,763,6,4,73,True,0,1,0,210,3,2,0.0,0.4532,0.0,9.358,7,0
pi_nemotron-3-ultra-550b-a55b_py-med-01_conflicting_constraints_r2_101a76,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,conflicting_constraints,2,304,830,6,7,0,0,0,['tmp/pi-prompt-benchmark/slot-02/cart/checkout.py'],True,0.012107,0.012107,6,1067,337,7,5,271,True,0,1,0,180,3,2,0.0741,0.5155,0.0,0.0,0,0
pi_DeepSeek-V4-Pro_py-low-03_deep_thinking_r5_7fb604,holdout_pi,pi,deepseek-ai/DeepSeek-V4-Pro,py-low-03,deep_thinking,5,382,1393,6,9,0,0,0,['tmp/pi-prompt-benchmark/slot-03/ANSWER.md'],True,0.016841,0.04089,6,1455,698,9,7,1073,False,,2,,,4,4,0.0,0.5216,0.0,0.0,0,0
pi_Inkling_go-high-02_bounded_efficiency_r1_013081,holdout_pi,pi,thinkingmachines/Inkling,go-high-02,bounded_efficiency,1,194,539,9,8,0,0,0,[],True,0.008435,0.022034,9,820,47,8,5,655,True,1,2,1,119,0,0,0.0,0.4561,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_py-med-01_split_across_turns_r1_44000e,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,split_across_turns,1,516,1375,9,9,0,0,0,[],True,0.018676,0.018676,9,1851,805,9,4,382,True,1,1,0,588,3,2,0.0741,0.575,0.0,0.0,0,0
pi_Kimi-K2.7-Code_py-med-03_bounded_efficiency_r5_9f3e4e,holdout_pi,pi,moonshotai/Kimi-K2.7-Code,py-med-03,bounded_efficiency,5,402,865,6,6,0,0,0,[],True,0.007942,0.01446,6,1878,443,6,3,536,True,1,1,0,625,2,1,0.0,0.5314,0.0,0.0,0,0
pi_nemotron-3-ultra-550b-a55b_go-med-02_multiple_approaches_r3_a3f132,holdout_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-med-02,multiple_approaches,3,1311,3170,11,11,1,0,0,[],True,0.040082,0.040082,11,5382,2214,11,5,2386,True,2,2,1,1820,2,1,0.2727,0.6776,0.0,3.344,18,0
claude-code_Inkling_py-med-03_adjacent_cleanup_r1_6bea49,holdout_cc,claude-code,thinkingmachines/Inkling,py-med-03,adjacent_cleanup,1,1084,3070,32,33,5,0,1,"['tmp/pi-prompt-benchmark/slot-cc-05/check_roundtrip.py', 'tmp/pi-prompt-benchmark/slot-cc-05/store/serialize.py']",True,0.18403,0.645749,130,5150,959,33,6,624,False,,8,,,4,2,0.0,0.6264,0.0,1.553,8,0
pi_nemotron-3-ultra-550b-a55b_py-med-01_irrelevant_context_r2_9e87ce,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,py-med-01,irrelevant_context,2,511,1216,6,7,0,0,0,['tmp/pi-prompt-benchmark/slot-02/cart/checkout.py'],True,0.014059,0.014059,6,1514,620,7,4,409,True,1,1,0,613,3,2,0.0741,0.5782,0.0,0.0,0,0
